plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
growth,monthly,edtech,north_america,980.42,340,36,4,14,0.5875868774300479,55.62847528778958,2,1
starter,monthly,fintech,latam,777.64,341,28,2,0,0.55649484426206,32.78786331118498,1,0
growth,monthly,healthcare,latam,374.76,13,52,1,9,0.7365652708262063,-4.578937223925381,2,0
growth,annual,healthcare,latam,1472.74,287,62,2,2,0.7208656244289652,32.75279502240358,1,0
starter,monthly,healthcare,europe,312.61,59,75,0,18,0.5192280379223064,35.259920334510475,1,0
starter,monthly,fintech,north_america,733.31,254,35,6,18,0.447742583826112,-9.699484403255601,0,1
starter,monthly,healthcare,latam,333.6,104,14,2,16,0.7558686082516568,12.578272226770025,0,0
starter,monthly,healthcare,north_america,936.53,163,72,5,30,0.6540725523753804,1.458674237295483,1,0
starter,monthly,fintech,north_america,575.63,124,28,1,33,0.5081135020451077,4.635642657851293,5,1
enterprise,monthly,logistics,latam,3090.86,388,64,2,24,0.4144454291387763,41.68891603079753,1,0
starter,monthly,healthcare,latam,1140.19,407,67,6,15,0.49834972488151397,13.067498982577249,0,0
growth,monthly,fintech,europe,1569.15,359,5,4,15,0.6905513601828521,30.238701387262985,0,1
growth,monthly,retail,north_america,1173.12,326,35,2,20,0.9236250857516323,45.702845977521804,2,1
starter,monthly,fintech,north_america,451.82,165,8,2,33,0.5818561852271612,17.586599466642497,4,1
starter,monthly,edtech,north_america,303.8,67,51,6,14,0.47006091800477634,46.66072752268284,1,0
starter,monthly,fintech,latam,487.7,257,66,4,32,1.0,60.52315321865764,0,0
growth,monthly,retail,north_america,1325.55,193,47,3,14,0.5530595478497066,48.30933476723959,2,1
starter,monthly,logistics,europe,524.62,129,27,2,24,0.4770603279646128,42.39761605571295,0,1
growth,monthly,fintech,europe,570.37,111,81,2,11,0.5466846143259843,48.507104311709035,1,0
enterprise,annual,healthcare,latam,1449.23,74,8,9,4,0.5377195129184801,37.47881780775356,3,0
growth,monthly,retail,latam,2207.32,373,12,5,22,0.8486992080868503,48.37243241281923,1,1
enterprise,annual,logistics,north_america,1978.09,146,31,1,31,0.31872810685147496,-0.16988227307759907,3,1
growth,annual,retail,latam,971.38,413,79,2,19,0.7270122253346603,26.211992915953424,0,0
enterprise,monthly,edtech,latam,2830.45,302,75,2,35,0.6180276281461773,37.41128803191524,0,1
growth,monthly,fintech,europe,561.38,76,47,1,2,0.5197950351620942,26.20125419174124,1,1
growth,monthly,edtech,latam,478.84,30,80,2,2,0.5595347245594785,88.05728163760168,0,0
growth,monthly,healthcare,north_america,1201.59,189,76,1,41,0.574877536640316,23.40578304609431,3,0
enterprise,monthly,retail,north_america,1399.91,39,49,4,25,0.6358542692393697,-14.780367749106079,1,0
growth,monthly,fintech,north_america,1692.5,428,10,5,15,0.5387612473558568,29.322745691927647,0,0
growth,annual,retail,europe,2211.58,408,75,2,29,0.6082084860356463,47.879434259501075,2,0
growth,monthly,healthcare,europe,1604.33,296,54,4,34,0.4800780850593935,7.051224646011714,1,1
enterprise,annual,edtech,europe,1572.61,133,12,1,39,1.0,27.11925121868783,0,0
starter,annual,edtech,europe,1977.59,391,70,2,40,0.8016683874969122,26.243070367906657,0,0
growth,monthly,logistics,north_america,1828.61,292,34,5,15,0.7079410859821802,26.569734144553493,0,0
growth,annual,logistics,latam,959.33,162,66,5,0,0.5401128645879384,13.642235059839818,0,0
enterprise,annual,retail,latam,3091.47,396,22,4,18,0.7678635646815146,54.326549212025036,1,1
starter,monthly,edtech,north_america,482.93,96,1,1,5,0.6738716278474162,80.0181883844008,1,1
growth,monthly,fintech,latam,1541.06,256,38,5,23,0.6414292977296554,7.851676737122906,0,1
growth,monthly,logistics,latam,1588.46,312,38,5,8,0.5240559481397257,-3.366360717857889,2,0
enterprise,monthly,retail,europe,2942.96,408,72,1,30,0.6694244843479578,17.499776285346535,1,1
enterprise,monthly,retail,north_america,1305.62,64,10,0,39,0.9230409228493914,61.76848243052925,2,0
growth,monthly,retail,europe,596.0,131,76,5,9,0.6345211577122569,21.807609833671318,0,0
growth,monthly,edtech,europe,1541.16,378,13,3,24,0.5725371957709557,36.78988107385542,0,1
starter,annual,logistics,europe,1151.6,226,78,3,43,0.6378622083366594,6.1042663506798425,1,0
enterprise,monthly,edtech,north_america,1796.61,340,59,2,13,0.627881855935646,70.81138992198179,1,0
starter,monthly,retail,north_america,640.02,348,30,2,35,0.521516569714718,20.910581277734632,1,0
growth,monthly,retail,latam,678.75,139,80,3,1,0.48658224876444334,33.98580989610365,1,0
growth,annual,logistics,north_america,1095.14,151,30,3,28,0.7627871943165897,8.896866261999795,1,1
starter,annual,edtech,north_america,1234.94,225,53,3,1,0.8369617054134325,6.587636967437154,0,0
starter,monthly,retail,europe,139.16,15,2,2,3,1.0,27.91307033878516,1,0
starter,annual,retail,north_america,1620.81,360,9,1,25,0.7024870932589705,30.497739791802584,2,1
enterprise,monthly,edtech,north_america,1432.94,54,30,2,39,0.6410076206380949,48.7066395556517,1,1
growth,annual,edtech,europe,980.56,420,21,2,31,0.7823211568618595,-12.505596407525458,1,0
starter,monthly,retail,north_america,1150.77,351,19,3,18,0.4565580011963553,5.177005386162521,2,1
growth,monthly,logistics,europe,685.06,160,32,4,17,0.7356639861130053,11.50630350793492,2,0
starter,annual,logistics,north_america,199.96,35,51,3,21,0.806978309205927,30.882477353737084,0,0
enterprise,annual,retail,north_america,2111.67,356,11,5,12,0.8043601703083704,0.8908701935438774,2,0
starter,annual,fintech,north_america,465.44,203,63,2,0,0.9201102682997284,25.709629763912794,1,0
starter,monthly,retail,north_america,583.53,89,71,0,36,0.5122861639857538,12.55128726307031,1,1
starter,annual,edtech,north_america,782.4,195,70,4,23,0.5313782472738874,24.746568865043866,2,0
growth,monthly,retail,europe,1193.51,406,17,1,38,0.581271991384722,9.408073081302547,0,0
growth,annual,logistics,europe,1104.66,310,74,2,26,0.4191996508142515,3.7223194003343476,3,0
growth,annual,fintech,north_america,857.98,309,11,3,17,0.7169124008627272,34.84181367004077,1,1
growth,monthly,healthcare,north_america,978.16,233,9,1,2,0.7415270489252005,54.71155497756355,2,0
starter,monthly,logistics,latam,223.8,71,61,3,33,0.7210799533093903,47.522259577825295,0,0
starter,monthly,logistics,latam,1162.35,427,64,1,27,0.6468890272253459,54.70471463992284,2,0
starter,monthly,retail,north_america,1178.39,333,11,5,39,0.8010458695461126,57.52077439018103,0,1
enterprise,monthly,healthcare,north_america,2175.5,233,35,4,11,0.7235319835740971,24.14646801032499,0,0
starter,monthly,retail,north_america,1673.61,326,35,1,17,0.5115474138276376,72.90199141311959,1,1
enterprise,monthly,retail,latam,1483.86,165,60,4,10,0.08900998495103453,46.14696026195092,0,0
starter,monthly,retail,north_america,929.49,334,43,6,7,0.56044970192528,5.203202738055018,1,0
starter,monthly,healthcare,latam,987.51,435,50,4,40,0.6270294019792372,11.952001801321192,2,1
starter,annual,healthcare,north_america,553.11,157,7,6,16,0.6285238457494389,31.62143481975932,0,0
starter,monthly,edtech,north_america,112.23,6,82,3,0,0.5877410374452906,49.132832193351874,1,0
growth,monthly,edtech,latam,1161.78,333,47,3,2,0.5233726321595775,22.507521361617727,3,0
growth,annual,edtech,north_america,2329.11,383,56,1,15,0.46757564684541253,4.694081475586361,0,1
starter,annual,retail,europe,1611.43,372,40,5,1,0.4340662129188258,46.97156524245015,0,1
growth,monthly,healthcare,latam,2524.11,438,21,3,39,0.6982922957477218,1.1948581489543901,0,1
growth,monthly,retail,europe,929.5,158,56,1,37,0.8158916881706855,35.29325811992847,1,0
enterprise,monthly,logistics,latam,3173.79,413,24,3,40,0.3947779294459314,29.03555949790726,1,1
enterprise,annual,retail,north_america,1475.38,95,19,2,38,0.6089677042967517,-4.218885796220553,1,1
growth,annual,retail,north_america,1005.62,265,46,7,2,0.7619703985549446,70.65508390699075,4,0
growth,annual,retail,latam,1823.38,399,30,3,29,0.5860005388396313,28.401518187079116,0,1
growth,annual,logistics,latam,2519.65,412,75,1,38,0.7488811549304386,-0.4633139796635568,1,1
growth,monthly,retail,north_america,1704.26,280,55,3,38,0.8141025286964861,29.16518756755087,1,1
growth,monthly,retail,north_america,959.72,247,31,5,20,0.6909920790045644,-13.522907694227948,0,1
starter,annual,logistics,north_america,1205.33,208,3,2,42,0.53077809074539,36.66616723719857,0,1
growth,annual,fintech,north_america,1752.99,390,29,2,7,0.8567106674175496,48.666229403584886,2,0
enterprise,monthly,retail,north_america,2460.77,396,10,4,30,0.5718570430106507,92.84522221902249,1,1
starter,monthly,retail,latam,390.8,110,19,1,12,0.5718622261819835,30.348603677705924,3,0
growth,monthly,logistics,europe,601.54,63,24,1,41,0.7126798392737825,12.185778116008041,3,1
enterprise,annual,edtech,north_america,2596.44,366,55,2,40,0.5657341827751604,32.96102787957598,2,0
starter,monthly,fintech,north_america,1851.02,365,9,2,41,0.5797137913298683,62.568374903984775,1,1
growth,annual,logistics,north_america,591.48,47,14,4,2,0.5527272903913513,40.021740275214114,2,0
enterprise,monthly,edtech,north_america,2195.86,222,4,2,12,0.5874807969010211,47.98430258487831,4,0
enterprise,monthly,retail,latam,1712.96,229,77,4,17,0.655453775398666,46.24133098760829,1,0
starter,annual,healthcare,north_america,143.66,22,82,3,42,0.26491488392916035,40.1519554430896,1,1
starter,monthly,fintech,europe,1188.64,299,25,1,29,0.6023742041792273,-5.644194997218499,3,1
growth,annual,edtech,europe,1272.98,437,38,4,44,0.30230726430484,-6.951363047667414,0,1
starter,annual,retail,latam,483.94,97,25,7,39,0.5468124513117547,-9.903497865106807,0,1
starter,annual,logistics,europe,850.32,350,45,7,12,0.6808600482673592,-0.7397874011923964,0,1
starter,monthly,healthcare,latam,193.73,39,46,1,8,0.561055581606609,2.023234566893432,0,1
starter,annual,edtech,europe,278.82,98,22,3,28,0.7465313451293902,72.63338207393286,4,1
growth,monthly,healthcare,north_america,1585.34,255,54,1,35,0.6825720651213942,11.035497925010441,1,0
growth,monthly,edtech,europe,1950.16,415,1,6,9,0.23190669163146752,30.39664503860292,0,1
growth,monthly,fintech,north_america,1497.59,398,54,7,30,0.8356300636473775,22.146577006828984,0,0
growth,monthly,retail,north_america,1648.51,421,63,4,17,0.6649442237982841,32.64406373585971,2,0
starter,monthly,fintech,europe,1004.18,444,5,3,35,0.5175393197711115,29.681533423936756,0,1
starter,monthly,retail,north_america,1860.05,360,61,5,28,0.5354361411616583,-2.1433819357974677,2,1
starter,monthly,healthcare,north_america,547.86,165,62,2,31,0.2447618502414511,42.34581082563278,1,1
starter,monthly,edtech,north_america,204.32,59,81,3,1,0.6592032814535683,11.684157706286893,1,0
starter,monthly,fintech,north_america,1185.55,370,67,1,37,0.7372167026551905,10.879057757376506,1,1
starter,monthly,retail,north_america,311.61,86,2,2,29,0.4975982262985555,20.644796571321283,2,1
starter,annual,retail,north_america,834.63,235,7,4,9,0.45710763912600766,47.415174353508434,1,0
starter,monthly,fintech,latam,1778.99,340,12,1,21,0.6452950138122658,13.010560601445366,0,1
growth,monthly,fintech,europe,429.63,18,49,3,12,0.8350396579001074,30.20274808219171,2,1
growth,annual,healthcare,north_america,1366.06,411,60,3,5,0.8163473129630785,37.6683307385975,0,0
enterprise,annual,retail,europe,1584.41,138,55,3,21,0.7692064780444121,34.16392462966257,2,0
growth,annual,logistics,latam,669.0,99,28,4,30,0.9836238504955993,32.849793949382885,0,1
growth,annual,fintech,europe,711.66,169,17,2,35,0.7863820997196904,-5.68575388552177,3,1
starter,annual,edtech,europe,648.13,208,6,3,42,0.8281998263292524,31.044862585245923,2,0
growth,monthly,edtech,europe,912.15,206,32,3,28,0.635674801471357,6.046722472696723,0,0
starter,annual,edtech,north_america,261.4,72,25,2,0,0.5575966111391774,-14.239377124261525,0,0
starter,annual,retail,latam,324.65,87,26,8,17,0.8242417250601797,16.896401887974072,0,1
starter,monthly,logistics,europe,789.91,216,8,2,19,0.4434124684681519,15.547667136128714,5,1
starter,annual,retail,latam,607.68,104,25,2,44,0.6962817881879785,99.04465061533219,1,1
starter,annual,logistics,north_america,1322.78,290,70,4,5,0.5105738887455176,51.428796694879686,1,0
growth,annual,healthcare,latam,1063.22,404,20,2,39,0.6810654390819807,46.823245974287495,1,1
growth,annual,edtech,europe,387.87,11,73,3,9,0.6682222857442994,18.214505901700814,2,0
growth,monthly,logistics,north_america,395.35,19,8,3,30,0.6493361277363939,23.55366873339982,1,0
growth,monthly,logistics,latam,785.47,290,53,3,22,0.616810775085887,89.71763486666393,0,1
growth,annual,healthcare,europe,405.43,15,9,1,43,0.7158560292767158,12.737687244492243,1,1
starter,annual,logistics,latam,760.38,288,33,3,13,0.7447043164889507,34.118180420886226,2,1
growth,annual,fintech,north_america,1256.52,222,80,6,21,0.3681978241786322,72.1912999137156,2,0
growth,annual,edtech,latam,872.82,206,64,0,29,0.6118339765450954,10.631430176401661,0,1
starter,annual,healthcare,latam,775.33,274,43,3,8,0.5447449511959274,31.59496462512201,3,0
starter,annual,edtech,north_america,1655.9,403,53,1,11,0.6549432273667827,27.564469003450267,1,0
enterprise,monthly,retail,latam,1427.9,59,55,2,33,0.545097706940743,6.669213327666972,1,1
growth,annual,fintech,north_america,657.39,63,66,3,34,0.8495171431897608,46.59886095205202,2,1
growth,monthly,healthcare,europe,1069.09,314,50,2,30,0.6077124474203356,1.2323212818262856,0,0
growth,monthly,fintech,europe,485.19,25,43,4,8,0.7975784394845338,46.62069801640922,2,0
starter,monthly,retail,europe,676.55,194,7,1,9,0.44860961898270135,38.30915251903794,3,0
growth,monthly,logistics,latam,1554.1,224,80,5,40,0.5694680492028892,49.550549781743996,1,0
starter,monthly,edtech,north_america,476.64,178,47,2,40,0.5093535648471631,23.339135779237335,0,1
starter,monthly,edtech,latam,1378.92,241,25,4,18,0.6908625882448531,37.34686736831702,0,1
growth,annual,edtech,north_america,632.89,53,12,3,24,0.40670374350693417,52.62832599404396,1,0
starter,annual,retail,latam,423.72,122,51,2,2,0.31241035631669556,-5.813706006490728,0,0
growth,monthly,retail,north_america,360.56,5,65,7,29,0.5073915413470198,-1.0029075254653907,2,1
starter,annual,retail,latam,1788.97,432,68,2,4,0.7209987820388806,41.9620946158425,1,0
growth,monthly,fintech,latam,1115.41,374,74,4,3,0.47424575751555476,47.7516183988824,2,0
growth,monthly,retail,north_america,659.94,116,75,3,23,0.6678038858738753,31.252115035101408,2,1
growth,monthly,edtech,north_america,452.2,19,52,1,38,0.5034826056924799,50.07893994341474,0,0
growth,monthly,retail,north_america,909.86,123,79,2,40,0.3044893753946736,19.30716085884636,1,1
enterprise,annual,edtech,north_america,3214.12,430,7,3,19,0.7733504931886891,58.41135734744602,1,1
growth,monthly,fintech,north_america,2171.74,365,33,2,23,0.7368856583719209,26.257079362476848,2,1
growth,annual,edtech,europe,1613.48,297,41,3,24,0.6128309348748068,9.310392846294603,2,0
growth,monthly,healthcare,europe,2161.12,415,59,4,20,0.6277205944250507,62.196867124353396,1,0
starter,annual,logistics,europe,457.84,81,25,3,32,0.5826447081199919,47.844839643417046,0,1
starter,annual,healthcare,north_america,840.92,242,25,4,34,0.4341363293377678,17.19298103599649,0,0
starter,monthly,retail,north_america,777.51,357,75,1,20,0.8550810843908242,17.67344944473306,2,0
starter,monthly,retail,latam,142.34,11,54,3,10,0.6018901174476756,42.42104733438115,1,0
starter,monthly,healthcare,latam,1024.82,197,53,4,37,0.6850954599457179,3.9868255544945885,2,1
starter,monthly,retail,latam,491.48,161,16,4,30,0.5302120477564778,35.69269293393054,0,0
growth,monthly,healthcare,europe,531.82,82,42,1,18,0.699717342038797,23.950620060072694,1,0
starter,monthly,retail,latam,647.79,103,35,3,9,0.8261288812641986,33.154271715934776,4,0
growth,annual,logistics,latam,1242.39,435,52,4,18,0.6499923536685048,-20.51165528460234,0,0
starter,annual,healthcare,europe,952.57,231,77,5,38,0.6849016333515827,6.231381398630974,0,0
growth,monthly,retail,north_america,523.12,39,24,1,14,0.7780405530810495,34.08807270796599,1,1
starter,monthly,logistics,europe,678.06,308,68,3,39,0.7473223315513744,53.262786912018164,4,1
growth,monthly,retail,latam,1348.2,267,53,0,11,0.8079457799971768,24.852327151137867,2,0
starter,monthly,logistics,north_america,850.29,178,42,7,8,0.6777563642339642,45.34132576615985,0,0
growth,annual,retail,europe,650.46,180,79,7,2,0.6776585112970192,-7.557635728125179,2,1
starter,monthly,retail,europe,871.57,243,13,5,6,0.6630863615970563,17.2337331933779,2,0
enterprise,monthly,fintech,europe,2620.02,418,57,4,11,0.7756555836157302,34.71654495986003,3,0
starter,monthly,fintech,north_america,1372.47,342,34,2,32,0.5422850609285584,26.503224109687462,3,1
growth,monthly,retail,north_america,650.9,182,57,3,23,0.7154991386622143,46.30281810027834,1,0
starter,monthly,logistics,latam,672.36,113,12,6,29,1.0,21.835082065008404,1,0
growth,monthly,fintech,north_america,601.05,51,62,0,4,0.6846116765333733,22.069109884182776,0,1
growth,annual,logistics,north_america,791.18,90,6,5,27,0.40451178998762033,43.687071684624996,1,0
starter,monthly,retail,north_america,328.03,64,29,0,29,0.5677719630876454,15.102585072754122,1,1
starter,annual,retail,north_america,1787.81,363,76,2,22,0.7317424299201083,6.216131981574478,1,0
starter,monthly,logistics,latam,1322.29,260,53,3,28,0.4992932497711176,39.15647086351048,0,1
starter,annual,logistics,latam,200.7,19,41,7,5,0.44397849399159817,4.871081166125739,1,0
enterprise,monthly,retail,north_america,3186.97,417,28,6,22,0.3717320975358753,62.044960660290194,1,0
starter,monthly,healthcare,latam,237.43,70,8,3,32,0.5825084927680187,-16.21017906769056,1,1
starter,annual,fintech,north_america,701.58,291,10,6,6,0.9101076943279606,20.84195051868709,2,0
enterprise,annual,healthcare,north_america,1228.27,8,60,2,7,0.5243856138784645,67.03904695255864,0,0
starter,monthly,edtech,latam,1252.85,266,23,2,33,0.7776497731097906,75.4201212015233,0,1
starter,monthly,healthcare,latam,1314.16,251,7,1,24,0.569771336197395,25.810062557849616,0,1
growth,annual,edtech,north_america,981.88,409,37,5,10,0.5502909410834641,54.49535121275245,0,0
enterprise,annual,healthcare,latam,2076.53,271,33,7,15,0.7130514620661929,46.60277911432357,2,0
growth,annual,retail,north_america,1054.87,221,80,4,39,0.34393386126882025,16.20304947007435,0,0
growth,monthly,retail,latam,1375.71,240,20,2,14,0.9204862234774924,39.21296488679091,0,0
enterprise,monthly,retail,north_america,2263.08,286,23,2,16,0.7167171051551372,7.321932597197236,1,0
starter,monthly,retail,latam,984.66,188,14,7,37,0.809254752963826,-9.488512355430702,0,0
enterprise,monthly,logistics,latam,2584.68,322,16,4,9,0.5735819514161524,40.10239771859296,1,1
growth,monthly,logistics,north_america,1166.93,239,45,4,20,0.7093497075797428,41.51559402763278,0,1
enterprise,annual,edtech,latam,2268.68,436,19,3,14,0.7879049461422868,-0.45137163236263156,3,0
starter,monthly,fintech,europe,461.86,89,60,2,22,0.6036723479059849,24.574392806043676,2,0
starter,annual,logistics,north_america,888.66,328,68,1,11,0.4628233847161287,-0.4666887831287472,0,0
growth,annual,logistics,latam,1870.55,372,41,3,40,0.4502375166072677,16.928386991685223,3,1
growth,annual,logistics,europe,1031.0,324,20,3,6,0.543892920533637,17.524698799800113,1,0
growth,monthly,retail,north_america,1384.5,441,69,2,25,0.6608570139451962,45.780673869447405,1,1
enterprise,monthly,fintech,europe,1834.06,197,81,6,28,0.590691095324829,15.997824014474597,3,1
growth,monthly,edtech,north_america,1221.33,244,77,2,36,0.5319054634280231,-2.2829893481004877,0,0
starter,monthly,retail,latam,476.35,71,77,4,4,0.7420444055459464,69.17747784648199,0,0
starter,monthly,healthcare,europe,767.14,170,67,3,38,0.537008505024869,39.87779015623041,1,0
starter,monthly,retail,europe,335.72,74,62,1,11,0.5124316164544158,49.50463636724204,2,0
starter,monthly,retail,latam,1812.14,356,80,4,31,0.7890882977064191,42.5965920113779,1,0
starter,monthly,healthcare,latam,823.1,352,29,1,2,0.7191007516383879,50.58513673266525,3,1
growth,annual,edtech,north_america,487.76,89,78,5,6,0.39949508357640917,38.477122368600924,1,0
growth,annual,edtech,north_america,1259.59,361,2,2,23,0.3804486085976558,39.16304977739098,0,0
growth,monthly,retail,europe,879.16,146,70,3,5,0.42060776100187275,31.055763272221117,1,0
starter,annual,fintech,north_america,1430.0,329,28,4,20,0.6144874031610273,17.461527293017948,2,1
growth,monthly,logistics,europe,2339.69,423,25,3,19,0.8321202146493777,49.280106335627394,0,0
growth,monthly,retail,north_america,1808.62,373,57,4,21,0.8805281480220903,21.649519700407453,1,1
enterprise,annual,retail,north_america,1368.95,86,15,5,2,0.7550884033814242,30.825642534835417,1,1
growth,monthly,retail,north_america,736.27,83,83,3,32,0.964319068580456,36.88194430997074,1,0
growth,monthly,retail,latam,431.14,53,61,4,13,0.6562925030070662,38.909078339426685,2,0
growth,monthly,edtech,north_america,1986.84,379,2,3,32,0.8196249992337432,3.6557247327352957,1,0
growth,monthly,fintech,north_america,1234.61,247,71,3,9,0.5171830353474501,32.82874543061805,0,0
enterprise,annual,logistics,europe,1450.6,72,9,1,9,0.3399012387989522,3.500895573341472,1,0
starter,monthly,fintech,europe,1286.43,265,69,7,1,0.5644426769261353,32.286090059636834,3,1
starter,monthly,logistics,europe,499.69,239,68,1,38,0.5974743580227232,46.7147099803224,2,1
starter,monthly,edtech,north_america,944.35,269,54,5,17,1.0,71.19669962068832,1,0
growth,monthly,fintech,north_america,1855.08,286,50,6,6,0.619922036373509,41.864595581872614,3,0
growth,monthly,retail,latam,467.19,76,69,1,11,0.4367943342074533,48.73495254237326,2,0
growth,annual,healthcare,north_america,1230.67,176,71,2,6,0.793636649690172,1.8939030644831973,2,0
starter,annual,logistics,north_america,1429.62,325,59,0,4,0.48327440126142623,40.916142835008536,2,0
starter,monthly,edtech,europe,2198.13,409,15,0,3,0.6458372312360138,1.229502680701339,1,1
enterprise,annual,retail,north_america,1386.89,111,56,5,32,0.7779114603996587,56.85865799622394,2,1
starter,monthly,retail,europe,1319.15,258,17,4,26,0.45230512063549927,2.410554425800653,0,1
enterprise,monthly,logistics,north_america,2744.46,426,4,5,41,0.8931427835468444,4.548708528825595,0,1
starter,monthly,edtech,north_america,774.84,271,13,5,43,0.8228244859223193,46.11358353232727,0,1
growth,monthly,retail,north_america,700.95,104,39,4,27,0.6835903719406754,68.31450233947426,0,0
growth,annual,retail,europe,1714.61,263,80,3,24,0.9353026576565856,53.38841692519582,1,0
growth,annual,healthcare,latam,381.58,10,3,2,41,0.551195243798521,19.50447174783264,3,1
starter,monthly,edtech,europe,551.49,221,7,3,42,0.7629501003584878,4.255623372087205,0,1
enterprise,monthly,retail,north_america,1651.08,256,8,3,7,0.6701873237421128,17.731769278552427,3,0
growth,monthly,logistics,europe,392.61,28,16,2,26,0.5051879221220628,31.017319846106634,2,1
growth,monthly,retail,latam,567.08,93,45,0,34,0.5105993702207513,26.142471708597608,1,1
growth,monthly,retail,latam,1990.65,444,69,2,39,0.9855927702536883,3.3070461356330636,0,0
starter,annual,retail,europe,920.04,283,4,6,18,0.8106765941909451,58.86795727470533,1,0
growth,annual,edtech,europe,1384.03,207,67,2,28,0.7801113304465148,59.39019326580182,3,1
starter,annual,retail,latam,586.63,105,76,5,22,0.5074516678249826,73.23881297267556,2,1
starter,monthly,logistics,north_america,293.83,58,7,2,28,0.7474300827239017,-11.851487368585474,0,0
growth,monthly,healthcare,europe,818.74,194,38,2,29,0.5537540330723756,8.592909056832,0,0
growth,monthly,edtech,north_america,1126.11,246,68,7,26,0.9256470288550289,34.02034433402033,3,0
starter,annual,logistics,europe,435.29,83,59,2,35,0.8383230562545214,28.116073715128017,2,1
starter,monthly,edtech,north_america,672.44,360,16,5,3,0.7854787897686224,17.210627076750537,1,0
starter,monthly,healthcare,north_america,1080.04,194,13,4,2,0.7671987053762754,7.4513604857345985,0,0
starter,monthly,edtech,north_america,210.21,27,37,6,37,0.6041984793922829,4.054607704946945,0,1
growth,annual,healthcare,latam,691.41,64,71,3,17,0.7076918732672288,76.62764627391383,3,0
starter,annual,fintech,north_america,1711.86,388,79,0,17,0.8974402916944616,-6.247744890092925,0,0
enterprise,annual,edtech,europe,1654.43,154,40,7,34,0.7039985423209284,-9.380246419419677,0,0
starter,monthly,edtech,latam,648.63,169,44,4,24,0.46866980287543525,-0.5165478210956742,2,1
starter,annual,fintech,north_america,238.03,91,47,2,24,0.8458904334557669,32.612970805258485,1,0
enterprise,monthly,logistics,latam,1829.33,364,41,0,42,0.4977029751688144,21.447179205165625,0,1
starter,monthly,retail,europe,800.68,367,54,1,15,0.6146790079324109,37.92709423857362,0,0
starter,monthly,logistics,europe,440.21,111,23,6,11,0.5347387532792697,11.03978115855039,0,0
enterprise,monthly,edtech,north_america,2071.08,329,45,2,1,0.15038297446156795,30.11381666223076,3,0
enterprise,monthly,logistics,europe,1836.09,205,51,1,42,0.6515493733018004,30.034279133822707,1,0
growth,annual,logistics,north_america,589.58,77,47,2,0,1.0,65.79468609797918,0,0
starter,monthly,logistics,latam,1138.52,358,81,3,18,0.6775973769794301,70.69617673512518,1,1
growth,monthly,edtech,europe,491.21,40,62,5,19,1.0,24.377311987171552,0,0
enterprise,annual,healthcare,north_america,3260.25,393,61,3,41,0.5924207949832642,48.518425515866966,3,0
enterprise,annual,retail,north_america,1250.28,14,67,5,21,0.6598606787593673,31.896832689649152,1,0
starter,monthly,edtech,latam,801.78,147,44,5,0,0.6012385217450303,46.498165769174435,0,0
starter,monthly,fintech,north_america,579.27,104,26,3,10,0.6308598966808054,37.23661124673214,3,1
starter,monthly,logistics,north_america,441.34,108,45,5,22,0.6865999336126217,45.66223866380413,1,1
starter,monthly,healthcare,north_america,632.52,217,77,3,35,0.8918538996768299,48.473727714670915,1,0
growth,annual,logistics,europe,898.82,338,73,3,2,0.46900716279810206,38.1898228585262,0,0
starter,monthly,retail,north_america,410.81,181,30,5,32,0.6215687605870148,31.2826758911766,1,1
starter,monthly,logistics,latam,652.67,233,41,0,7,0.7308336382959696,53.02768809821376,2,0
starter,monthly,logistics,europe,2287.77,437,23,4,8,0.8504147587763621,24.768456066240184,2,0
growth,monthly,retail,europe,781.38,225,2,3,6,0.2315993739880627,14.173659643430305,0,1
starter,monthly,edtech,latam,1813.19,357,26,5,8,0.36829303623553183,-9.300800539226307,2,0
starter,annual,healthcare,latam,681.56,175,9,1,27,0.6273109076939202,38.20720997112513,3,1
starter,monthly,edtech,north_america,250.04,37,30,6,38,0.8214733070507294,44.6152541434555,1,1
enterprise,annual,edtech,north_america,1442.81,117,5,2,3,0.5334819769863508,-13.373814263472836,2,0
starter,monthly,healthcare,north_america,445.03,74,27,2,41,0.7404133127379899,13.269345183838517,3,0
growth,annual,fintech,north_america,1107.43,408,60,5,9,0.9760164336187589,46.02418753265049,1,0
starter,monthly,retail,north_america,149.29,14,71,0,44,0.6218625788337702,24.551787170696805,0,0
starter,monthly,fintech,latam,806.54,370,74,3,36,0.5789313484641067,29.325985009698893,1,0
starter,monthly,edtech,north_america,413.9,64,47,5,30,0.7049342857235653,49.903419155316456,2,0
starter,monthly,healthcare,north_america,368.75,70,46,3,22,0.6524047381125712,25.404976388944487,1,0
starter,annual,logistics,europe,979.14,239,81,1,41,0.6659448681956457,37.22325345463261,2,1
growth,annual,logistics,north_america,450.04,39,47,4,21,0.587444783246941,2.0581375124627748,1,1
growth,annual,logistics,latam,480.13,37,7,4,6,0.5737154484057565,36.43716513885872,1,0
starter,monthly,retail,north_america,651.33,349,78,5,14,0.43920263288619565,-4.132168239515449,0,0
starter,monthly,healthcare,latam,198.28,29,51,1,7,0.7303921841649589,-3.1221563133092527,0,0
